category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
new	vegie_pumpkin.bmp	new21	1	2	4496		0	
old	kitchen_big cooking pot.bmp	old28	1	1	1858	9.0	9157	
old	animal_camel_new.bmp	old01	1	1	4152	9.0	2225	
old	food_candy.bmp	old16	1	1	2982	8.0	950	
old	sporting_mini-trampoline.bmp	old61	1	1	3382	9.0	6861	
new	food_bagel01.bmp	new17	1	2	3235	9.0	6861	
old	vegie_mushroom.bmp	old76	1	1	2183	8.0	1016	
old	animal_sheep.bmp	old11	1	1	3781	8.0	966	
old	vegie_cauliflower.bmp	old72	1	1	1837	8.0	915	
old	musical_tuba.bmp	old50	1	1	2397	8.0	3531	
old	food_pickle01a.bmp	old22	1	1	5485	6.0	2809	
new	vegie_snowpea01.bmp	new27	1	2	2416	6.0	2809	
old	kitchen_white strainer.bmp	old38	1	1	1893	5.0	577	
old	musical_triangle.bmp	old49	1	1	6137	9.0	4443	
old	musical_harp_new.bmp	old43	1	1	2296	9.0	803	
old	animal_dalmation_old.bmp	old04	1	1	2576	8.0	800	
new	kitchen_ramekin.bmp	new13	1	2	4950	8.0	800	
old	animal_cheetah.bmp	old02	1	1	2119	5.0	770	
old	vegie_garlic01a.bmp	old74	1	1	2465	6.0	862	
new	animal_giraffe.bmp	new03	1	2	5417	6.0	862	
old	animal_parrot.bmp	old09	0	2	2200	6.0	862	
old	musical_piano_old.bmp	old48	1	1	2135	9.0	1545	
new	sporting_flippers.bmp	new02	1	2	6593	9.0	1545	
old	animal_lion_new.bmp	old07	1	1	2554	9.0	2938	
old	sporting_fishing rod.bmp	old59	1	1	2291	8.0	879	
old	food_rawchicken.bmp	old23	1	1	3353	5.0	466	
new	musical_french horn_old.bmp	new12	0	1	5086	5.0	2995	
old	sporting_rollerblade.bmp	old62	1	1	2242	6.0	838	
old	sporting_boxing_gloves.bmp	old56	1	1	2698	5.0	926	
new	animal_dolphin_old.bmp	new09	1	2	3270	5.0	926	
old	animal_frog.bmp	old06	1	1	1882	9.0	2070	
old	fruit_watermelon_old.bmp	old71	1	1	3585	6.0	2017	
old	food_chocolatemilk.bmp	old17	1	1	3416	9.0	3942	
new	animal_seal.bmp	new38	1	2	4968	9.0	3942	
old	food_baguette01.bmp	old14	1	1	2769	9.0	1769	
old	food_cracker02.bmp	old18	1	1	2152	9.0	481	
old	kitchen_cookie cutter.bmp	old30	1	1	2499	9.0	1439	
old	food_croissant01.bmp	old19	1	1	1876	9.0	816	
new	musical_tambourine_new.bmp	new06	1	2	3167	9.0	816	
old	sporting_skipping rope.bmp	old63	1	1	2544	5.0	4370	
old	musical_double bass.bmp	old45	1	1	2259	5.0	7871	
new	vegie_cucumber.bmp	new33	0	1	3084	8.0	2968	
new	animal_gorilla.bmp	new15	1	2	5097	8.0	2968	
old	animal_farm pig.bmp	old05	1	1	2165	8.0	1198	
new	sporting_windsurf.bmp	new31	1	2	3051	8.0	1198	
old	food_toast.bmp	old26	1	1	4919	9.0	1258	
old	musical_drums_old.bmp	old46	1	1	1983	6.0	743	
old	kitchen_martini glass.bmp	old32	1	1	1736	6.0	921	
old	animal_zebra_old.bmp	old13	1	1	1938	6.0	1267	
new	food_drink.bmp	new05	1	2	3336	6.0	1267	
old	kitchen_scrubbing brush.bmp	old36	1	1	5039	8.0	1734	
old	sporting_karate clothing.bmp	old60	1	1	3038	5.0	2164	
new	animal_ostrich.bmp	new26	1	2	3573	5.0	2164	
new	fruit_granny smith apple.bmp	new16	1	2	5595	5.0	2164	
old	musical_harmonica_new.bmp	old47	1	1	1716	8.0	767	
new	musical_bagpipes.bmp	new35	1	2	2935	8.0	767	
old	vegie_green capsicum.bmp	old75	1	1	7439	9.0	1655	
old	kitchen_plate.bmp	old35	1	1	3754	5.0	589	
new	food_cookie01.bmp	new11	1	2	3730	5.0	589	
old	sporting_snow shoes_old.bmp	old64	1	1	2805	5.0	2428	
old	kitchen_coffee pot.bmp	old29	1	1	3945	5.0	907	
new	kitchen_garlic press.bmp	new07	1	2	2941	5.0	907	
new	kitchen_fork_old.bmp	new18	1	2	1814	5.0	907	
old	fruit_lemon_new.bmp	old69	1	1	2373	6.0	3077	
new	animal_horse.bmp	new20	1	2	3354	6.0	3077	
old	food_pecan02.bmp	old21	1	1	1962	6.0	5778	
old	sporting_soccer ball_new.bmp	old65	1	1	1540	9.0	1036	
old	hard_musical_recorder.bmp	old40	1	1	2896	5.0	3964	
new	musical_bongo drum.bmp	new23	1	2	2677	5.0	3964	
old	musical_acoustic guitar_new.bmp	old42	1	1	2953	8.0	2386	
old	kitchen_pitcher.bmp	old34	1	1	2745	6.0	1947	
old	food_bottleofredwine01.bmp	old15	0	2	4499	6.0	1947	
new	food_pizza.bmp	new22	1	2	2480	6.0	1947	
old	food_frenchfries.bmp	old20	1	1	2602	5.0	1609	
old	kitchen_ladle.bmp	old31	1	1	2184	5.0	624	
old	animal_siamese cat.bmp	old12	1	1	2476	6.0	1976	
old	fruit_green grapes.bmp	old68	1	1	2327	8.0	1154	
new	kitchen_spatula_old.bmp	new37	1	2	2194	8.0	1154	
old	sporting_badminton racquet.bmp	old54	0	2	7193	8.0	1154	
new	sporting_weighlifting.bmp	new25	1	2	1825	8.0	1154	
old	food_softcheese.bmp	old24	1	1	2310	8.0	3937	
old	kitchen_apron.bmp	old27	1	1	3105	6.0	2180	
new	fruit_rasberry.bmp	new10	1	2	2564	6.0	2180	
old	vegie_radish.bmp	old77	1	1	2643	6.0	4001	
old	sporting_bicycle_old.bmp	old55	1	1	3367	9.0	2705	
old	kitchen_wooden spoon_old.bmp	old39	1	1	3434	8.0	3840	
old	vegie_carrot.bmp	old78	1	1	2126	8.0	857	
old	animal_chimpanzee.bmp	old03	0	2	5820	8.0	857	
new	animal_pigeon.bmp	new32	1	2	2674	8.0	857	
old	kitchen_tea cup and saucer.bmp	old37	1	1	1966	5.0	702	
old	musical_clarinet_new.bmp	old44	1	1	3585	5.0	1073	
new	vegie_broccoli.bmp	new36	1	2	4421	5.0	1073	
old	sporting_footballhelmet.bmp	old57	1	1	1716	9.0	743	
new	kitchen_toaster_old.bmp	new30	1	2	1575	9.0	743	
