	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.    3.5   3.5   3.5   2.11  0.    0.    0.  ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=152427.265;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-5.004745e-17
quatern_c	-0.99904823
quatern_d	0.043619387
qoffset_x	111.39307
qoffset_y	-83.665115
qoffset_z	-60.55255
srow_x	[-3.5000000e+00  3.5000000e-16  3.0504512e-17  1.1139307e+02]
srow_y	[ 3.5000000e-16  3.4866815e+00  3.0504510e-01 -8.3665115e+01]
srow_z	[  0.         -0.3050451   3.4866815 -60.55255  ]
intent_name	b''
magic	b'n+1'
