	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.    3.5   3.5   3.5   2.11  0.    0.    0.  ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=93807.883;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0
quatern_c	0.9986295
quatern_d	0.052335955
qoffset_x	115.7027
qoffset_y	-81.13704
qoffset_z	-69.37021
srow_x	[ -3.5      0.      -0.     115.7027]
srow_y	[ -0.          3.4808266  -0.3658496 -81.13704  ]
srow_z	[  0.          0.3658496   3.4808266 -69.37021  ]
intent_name	b''
magic	b'n+1'
