	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.    3.5   3.5   3.5   2.11  0.    0.    0.  ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=151224.307;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.00034234e-16
quatern_c	0.99965733
quatern_d	-0.026176952
qoffset_x	113.88672
qoffset_y	-94.92319
qoffset_z	-70.478004
srow_x	[-3.5000000e+00 -6.9999999e-16 -3.6635174e-17  1.1388672e+02]
srow_y	[-6.9999999e-16  3.4952033e+00  1.8317586e-01 -9.4923187e+01]
srow_z	[  0.          -0.18317586   3.4952033  -70.478004  ]
intent_name	b''
magic	b'n+1'
