	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4 128 128  70  31   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   2.   2.   2.   9.4  0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=96;Time=152126.633;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0
quatern_c	0.9961947
quatern_d	0.087155744
qoffset_x	129.63562
qoffset_y	-95.31047
qoffset_z	-74.3247
srow_x	[ -2.        0.       -0.      129.63562]
srow_y	[ -0.           1.9696155   -0.34729636 -95.31047   ]
srow_z	[  0.           0.34729636   1.9696155  -74.3247    ]
intent_name	b''
magic	b'n+1'
