	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 45  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=145056.990;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.2496139e-18
quatern_c	-0.9563047
quatern_d	-0.2923717
qoffset_x	120.15062
qoffset_y	-51.21112
qoffset_z	-110.58096
srow_x	[-3.0000000e+00  0.0000000e+00  2.7358243e-16  1.2015062e+02]
srow_y	[ -0.          2.4871125  -1.8453369 -51.21112  ]
srow_z	[ 3.0000001e-16  1.6775787e+00  2.7358243e+00 -1.1058096e+02]
intent_name	b''
magic	b'n+1'
