,category,stim,oldnumber,recognition_acc,recognition_resp,recognition_rt,spatial_resp,spatial_rt,spatial_acc( corriger voir output-encodage)
0,new,food_bread.bmp,new28,1,2,35303,,0,
1,old,kitchen_ladle.bmp,old31,1,1,1796,5,8179,
2,old,kitchen_wooden spoon_old.bmp,old39,1,1,2107,5,1677,
3,old,animal_monarch_old.bmp,old08,0,2,1831,5,1677,
4,old,sporting_fishing rod.bmp,old59,0,2,1965,5,1677,
5,old,food_softcheese.bmp,old24,1,1,2604,6,1771,
6,old,fruit_pineapple_old.bmp,old70,0,2,1498,6,1771,
7,old,kitchen_scrubbing brush.bmp,old36,1,1,1708,6,1247,
8,new,animal_pigeon.bmp,new32,1,2,1545,6,1247,
9,old,food_pecan02.bmp,old21,1,1,1769,5,3257,
10,new,vegie_broccoli.bmp,new36,1,2,1493,5,3257,
11,old,musical_tuba.bmp,old50,1,1,2031,9,1581,
12,old,food_shellpasta.bmp,old25,1,1,1477,9,945,
13,old,musical_drums_old.bmp,old46,1,1,1504,8,707,
14,old,sporting_snow shoes_old.bmp,old64,0,2,5365,8,707,
15,old,musical_piano_old.bmp,old48,1,1,1229,6,571,
16,old,animal_camel_new.bmp,old01,1,1,985,9,849,
17,old,kitchen_cookie cutter.bmp,old30,1,1,1012,6,620,
18,old,musical_triangle.bmp,old49,1,1,1111,8,600,
19,new,kitchen_baking spatula.bmp,new01,1,2,1222,8,600,
20,new,fruit_granny smith apple.bmp,new16,1,2,1044,8,600,
21,old,sporting_mini-trampoline.bmp,old61,1,1,1144,6,449,
22,old,musical_accordion_old.bmp,old41,1,1,1014,6,516,
23,old,sporting_footballhelmet.bmp,old57,0,2,1141,6,516,
24,new,food_pizza.bmp,new22,1,2,1246,6,516,
25,old,kitchen_apron.bmp,old27,1,1,1235,9,504,
26,new,musical_bagpipes.bmp,new35,1,2,1226,9,504,
27,old,vegie_carrot.bmp,old78,1,1,1030,6,436,
28,old,fruit_lemon_new.bmp,old69,1,1,1080,5,844,
29,old,sporting_boxing_gloves.bmp,old56,1,1,1296,9,987,
30,old,food_bottleofredwine01.bmp,old15,0,2,2265,9,987,
31,old,vegie_garlic01a.bmp,old74,1,1,1020,9,811,
32,old,animal_chimpanzee.bmp,old03,0,2,1041,9,811,
33,old,sporting_karate clothing.bmp,old60,0,2,1052,9,811,
34,new,sporting_baseball bat_new.bmp,new08,1,2,1248,9,811,
35,old,kitchen_coffee pot.bmp,old29,1,1,883,8,607,
36,old,food_frenchfries.bmp,old20,0,2,1116,8,607,
37,new,kitchen_ramekin.bmp,new13,1,2,1069,8,607,
38,old,musical_xylophone_old.bmp,old52,1,1,1225,5,454,
39,new,food_bagel01.bmp,new17,1,2,1113,5,454,
40,old,vegie_radish.bmp,old77,0,2,1106,5,454,
41,old,kitchen_plate.bmp,old35,1,1,1396,5,379,
42,new,animal_dolphin_old.bmp,new09,1,2,1009,5,379,
43,old,vegie_mushroom.bmp,old76,1,1,1271,8,491,
44,new,musical_french horn_old.bmp,new12,0,1,2884,5,1457,
45,old,kitchen_big cooking pot.bmp,old28,1,1,1108,9,1350,
46,new,sporting_flippers.bmp,new02,1,2,1182,9,1350,
47,new,sporting_golf ball.bmp,new19,1,2,1380,9,1350,
48,old,animal_frog.bmp,old06,1,1,1259,6,311,
49,new,kitchen_garlic press.bmp,new07,1,2,1024,6,311,
50,new,fruit_rasberry.bmp,new10,1,2,1661,6,311,
51,old,kitchen_martini glass.bmp,old32,1,1,1344,5,369,
52,old,fruit_watermelon_old.bmp,old71,1,1,983,6,335,
53,old,sporting_rollerblade.bmp,old62,1,1,1711,8,882,
54,old,kitchen_peppermill.bmp,old33,1,1,1317,5,256,
55,new,musical_tambourine_new.bmp,new06,1,2,1354,5,256,
56,new,animal_gorilla.bmp,new15,1,2,1297,5,256,
57,new,musical_uculele_new.bmp,new39,1,2,1323,5,256,
58,old,animal_zebra_old.bmp,old13,1,1,1027,8,289,
59,new,animal_seal.bmp,new38,1,2,1164,8,289,
60,new,kitchen_fork_old.bmp,new18,1,2,995,8,289,
61,new,kitchen_spatula_old.bmp,new37,1,2,1970,8,289,
62,old,musical_harmonica_new.bmp,old47,0,2,1223,8,289,
63,new,kitchen_kettle_new.bmp,new24,1,2,1156,8,289,
64,old,musical_acoustic guitar_new.bmp,old42,1,1,2876,6,368,
65,old,vegie_corn02.bmp,old73,1,1,1511,9,354,
66,new,food_cookie01.bmp,new11,1,2,1328,9,354,
67,old,animal_lion_new.bmp,old07,0,2,1153,9,354,
68,new,animal_ostrich.bmp,new26,1,2,1008,9,354,
69,old,animal_siamese cat.bmp,old12,1,1,1311,8,305,
70,new,kitchen_toaster_old.bmp,new30,1,2,1130,8,305,
71,old,musical_violin_old.bmp,old51,1,1,2299,5,351,
72,old,kitchen_white strainer.bmp,old38,0,2,2430,5,351,
73,old,animal_sheep.bmp,old11,0,2,1011,5,351,
74,old,sporting_bicycle_old.bmp,old55,0,2,1009,5,351,
75,old,vegie_cauliflower.bmp,old72,0,2,1053,5,351,
76,new,sporting_basketball_new.bmp,new14,0,1,1449,6,686,
77,new,sporting_windsurf.bmp,new31,1,2,2408,6,686,
78,old,food_baguette01.bmp,old14,0,2,1253,6,686,
79,old,animal_farm pig.bmp,old05,1,1,1433,5,230,
80,old,animal_parrot.bmp,old09,1,1,1556,5,189,
81,old,animal_penguin.bmp,old10,0,2,1042,5,189,
82,old,sporting_americanfootball.bmp,old53,1,1,1118,6,352,
83,old,food_chocolatemilk.bmp,old17,0,2,1160,6,352,
84,old,animal_cheetah.bmp,old02,0,2,1048,6,352,
85,new,sporting_weighlifting.bmp,new25,1,2,957,6,352,
86,new,food_walnut01c.bmp,new34,1,2,1252,6,352,
87,old,sporting_badminton racquet.bmp,old54,1,1,2527,9,329,
88,old,musical_double bass.bmp,old45,0,2,1081,9,329,
89,new,vegie_pumpkin.bmp,new21,1,2,1173,9,329,
90,new,fruit_cherry.bmp,old67,0,2,987,9,329,
91,old,food_pickle01a.bmp,old22,0,2,984,9,329,
92,old,food_cracker02.bmp,old18,1,1,1543,5,288,
93,new,musical_bongo drum.bmp,new23,1,2,1154,5,288,
94,new,vegie_cucumber.bmp,new33,1,2,1065,5,288,
95,new,vegie_snowpea01.bmp,new27,1,2,1173,5,288,
96,old,kitchen_pitcher.bmp,old34,0,2,1212,5,288,
97,old,sporting_skipping rope.bmp,old63,0,2,1033,5,288,
98,old,fruit_blackberry_new.bmp,old66,1,1,1198,6,269,
99,old,musical_harp_new.bmp,old43,1,1,1248,9,493,
100,old,food_candy.bmp,old16,1,1,1567,9,312,
101,new,animal_horse.bmp,new20,1,2,969,9,312,
102,old,sporting_hockey stick_old.bmp,old58,1,1,1735,8,401,
103,old,animal_dalmation_old.bmp,old04,0,2,912,8,401,
104,old,fruit_green grapes.bmp,old68,0,2,1201,8,401,
105,old,food_rawchicken.bmp,old23,0,2,975,8,401,
106,new,food_drink.bmp,new05,1,2,726,8,401,
107,new,fruit_apricot_new.bmp,new04,1,2,1070,8,401,
